category,kr,vn,vn_origin,th,th_match,id,id_match,en,en_match,string_id
ACTIVE_SKILL,None 테스트 스킬,Kỹ Năng Thử Nghiệm Trống,central,สกิลทดสอบ None,string_id,Tidak Ada Tes Skill,string_id,None Test Skill,string_id,STR_TESTSKILL_TEMPNAME_010
ACTIVE_SKILL,OnlyMonster,OnlyMonster,base,OnlyMonster,string_id,OnlyMonster,string_id,OnlyMonster,string_id,STR_TESTSKILL_TEMPNAME_011
ACTIVE_SKILL,OnlyPc,OnlyNgười chơi,base,OnlyPc,string_id,OnlyPc,string_id,OnlyPc,string_id,STR_TESTSKILL_TEMPNAME_008
ACTIVE_SKILL,PC 소형화,Thu nhỏ Người chơi,central,PC ขนาดเล็ก,string_id,Shrunken PC,string_id,PC Size Reversion,nc_tb,STR_SKILL_ABNORMAL_BUFF_TranformPCNormal
ACTIVE_SKILL,ParentGuild,Đại Bang Hội,base,ParentGuild,string_id,ParentGuild,string_id,ParentGuild,string_id,STR_TESTSKILL_TEMPNAME_020
ACTIVE_SKILL,PvP 능력 강화,Cường hóa khả năng PvP,central,เสริมพลังความสามารถ PvP,string_id,Reinforcement Kemampuan PVP,string_id,PvP abilities ↑,string_id,STR_SKILL_ABNORMAL_EXPERTSCROLL_03__text_desc_short
ACTIVE_SKILL,PvP 대미지 증가,Tăng sát thương PvP,central,ความเสียหาย PVP เพิ่มขึ้น,string_id,Meningkatkan Damage PVP,string_id,PvP Damage ↑,string_id,STR_SKILL_ABNORMAL_QUEEN_ANT_AURA1__text_desc_short
ACTIVE_SKILL,WithOutFriendlyAlliance,Không Có Liên Minh Thân Thiện,base,WithoutFriendlyAlliance,string_id,WithoutFriendlyAlliance,string_id,WithOutFriendlyAlliance,string_id,STR_TESTSKILL_TEMPNAME_016
ACTIVE_SKILL,WithOutMyGuild,WithOutMyGuild,base,WithOutMyGuild,string_id,WithoutMyGuild,string_id,WithOutMyGuild,string_id,STR_TESTSKILL_TEMPNAME_015
ACTIVE_SKILL,WithOutMyParty,WithOutMyParty,base,WithoutMyParty,string_id,WithoutMyParty,string_id,WithOutMyParty,string_id,STR_TESTSKILL_TEMPNAME_014
ACTIVE_SKILL,[개발자]분노,[Nhà phát triển] Phẫn nộ,central,[นักพัฒนา] โกรธ,string_id,[Developer] Wrath,string_id,Rage,string_id,STR_ABNORMAL_90001
ACTIVE_SKILL,[개발자]사자후,[Nhà phát triển] Sư Tử Hống,central,[ผู้พัฒนา] สิงโตคำราม,string_id,[Developer] Lion's Roar,string_id,Lion Roar,string_id,STR_ABNORMAL_90002
ACTIVE_SKILL,[개발테스트]DOT,[Thử nghiệm phát triển]DOT,central,[ทดสอบการพัฒนา]ดอท,string_id,[Tes Development] DOT,string_id,<TEST>,string_id,STR_SKILL_99002
ACTIVE_SKILL,가고일,Gargoyle,central,การ์กอยล์,string_id,Gargoyle,string_id,Gargoyle,nc_tb,STR_AGASHION_ABNORMAL_BUFF_SUMMON_6000155__text_desc_short
ACTIVE_SKILL,가디언 실드:결의,Khiên bảo vệ: Quyết Tâm,central,เกราะพิทักษ์: ตัดสินใจ,string_id,Guardian Shield: Resolution,string_id,Guardian Shield: Resolution,nc_tb,STR_ASKILL_GUARDIANSHIELD_LEGENDARY_TYPE06
ACTIVE_SKILL,가디언 실드:맹공,Khiên bảo vệ: Tấn công dữ dội,central,การ์เดี้ยน ชิลด์: การโจมตีอย่างรุนแรง,string_id,Guardian Shield: Onslaught,string_id,Guardian Shield: Onslaught,nc_tb,STR_ASKILL_GUARDIANSHIELD_RARE_TYPE01
ACTIVE_SKILL,가디언 실드:보호,Khiên Bảo Vệ: Bảo Vệ,central,การ์เดี้ยน ชิลด์: การป้องกัน,string_id,Guardian Shield: Protection,string_id,Guardian Shield: Protection,nc_tb,STR_ASKILL_GUARDIANSHIELD_EPIC_TYPE02
ACTIVE_SKILL,가디언 포획자,Kẻ Bắt Giữ Vệ Thần,central,ผู้จับกุมการ์เดี้ยน,string_id,Guardian Capturer,string_id,Guardian Capturer,nc_tb,STR_AGASHION_ABNORMAL_BUFF_SUMMON_6000112__text_desc_short
ACTIVE_SKILL,가레스,Gahareth,central,กาเร็ธ,string_id,Gahareth,string_id,Gahareth,nc_tb,STR_AGASHION_ABNORMAL_BUFF_SUMMON_6000126__text_desc_short
ACTIVE_SKILL,가레스의 혼,Linh hồn của Gahareth,central,วิญญาณของกาเร็ธ,string_id,Gahareth's Soul,string_id,Gahareth's Soul,nc_tb,Fusion_Skill_Name_Agathion_BlackFlameDevil
ACTIVE_SKILL,가문의 의지,Ý chí của gia tộc,central,เจตจำนงของวงศ์ตระกูล,string_id,Lineage's Will,string_id,Will of House,string_id,SUCCESSION_LEGENDARY_GROUP_8351202
ACTIVE_SKILL,가속,Tăng tốc,central,ยาเร่งความเร็ว,string_id,Acceleration,string_id,Acceleration,nc_tb,STR_BURNINGCRADLE_SKILL01_BUFF01
ACTIVE_SKILL,가속 물약,Dược phẩm tăng tốc,central,ยาเร่งความเร็ว,string_id,Acceleration Potion,string_id,Acceleration Potion,nc_tb,STR_SKILL_ABNORMAL_1ST_SPEED_POTION_01
ACTIVE_SKILL,가수면,Mộng Mị,central,มึนงง,string_id,Trance,string_id,Trance,nc_tb,STR_SKILL_ABNORMAL_BOUNTY_FOUR_SLEEP_END_01
ACTIVE_SKILL,가수면 상태,Trạng Thái Mộng Mị,central,สถานะมึนงง,string_id,Keadaan Trance,string_id,Tranced,string_id,STR_SKILL_ABNORMAL_BOUNTY_FOUR_SLEEP_END_01__text_desc_short
ACTIVE_SKILL,가시감옥,Ngục Gai,central,กรงหนาม,string_id,Thorn Prison,string_id,Thorny Prison,nc_tb,STR_SKILL_ABNORMAL_DEBUFF_FLINT_4
ACTIVE_SKILL,각성 : 리프,Giác ngộ: Nhảy,base,ปลุกพลัง: ลีฟ,string_id,Awakened: Leap,string_id,Awakened: Leap,nc_tb,STR_CSKILL_AXE_LEAP
ACTIVE_SKILL,각성 : 샐베이션,Giác ngộ: Cứu rỗi,base,ปลุกพลัง: ซัลเวชั่น,string_id,Awakened: Salvation,string_id,Awakened: Salvation,nc_tb,STR_CSKILL_HAND_SALVATION
ACTIVE_SKILL,각성 : 어큐러시,Giác ngộ: Độ chính xác,base,ปลุกพลัง: ออคูเรซี่,string_id,Awakened: Akurasi,string_id,Awakened: Accuracy,nc_tb,STR_CSKILL_HAND_ACCURACY
ACTIVE_SKILL,각성의 주문서,Cuộn Tỉnh Thức,central,คัมภีร์แห่งการปลุกพลัง,string_id,Scroll of Awakening,string_id,Scroll of Awakening,nc_tb,STR_SKILL_ABNORMAL_SCROLL_SKILL_03
ACTIVE_SKILL,간디의 현자,Hiền giả Gandhi,central,นักปราชญ์คานธี,string_id,Gandi's Sage,string_id,Gandi's Sage,string_id,SUCCESSION_LEGENDARY_GROUP_8351303
ACTIVE_SKILL,갈락시아,Galaxia,central,กาแล็กเซีย,string_id,Galaxia,string_id,Galaxia,nc_tb,STR_AGASHION_ABNORMAL_BUFF_SUMMON_6000023__text_desc_short
ACTIVE_SKILL,갈락시아의 혼,Linh hồn của Galaxia,central,วิญญาณแห่งกาแล็กเซีย,string_id,Galaxia's Soul,string_id,Galaxia's Soul,nc_tb,Fusion_Skill_Name_Agathion_Galaxia
ACTIVE_SKILL,갈래머리 약재상,Thương Nhân Thảo Dược Tóc Tết,central,พ่อค้าสมุนไพรผมเปีย,string_id,Braided Hair Herb Merchant,string_id,Pigtail Apothecary,nc_tb,STR_PCSKIN_ABNORMAL_BUFF_6500007__text_desc_short
ACTIVE_SKILL,갈색 풍선,Bóng bay màu nâu,central,ลูกโป่งสีน้ำตาล,string_id,Brown Balloon,string_id,Brown Balloon,nc_tb,STR_ABNORMAL_EVENT_12000031
ACTIVE_SKILL,감사의 귤,Quýt Biết Ơn,central,ส้มแห่งความขอบคุณ,string_id,Tangerine of Gratitude,string_id,Tangerine of Gratitude,nc_tb,STR_ABNORMAL_EVENT_12100073
ACTIVE_SKILL,감시자의 의지,Ý chí của kẻ giám sát,central,เจตจำนงของผู้เฝ้าระวัง,string_id,Watcher’s Will,string_id,Watcher's Will,string_id,SUCCESSION_LEGENDARY_GROUP_5820202
ACTIVE_SKILL,감염 I,Nhiễm trùng I,central,การติดเชื้อ I,string_id,Infection I,string_id,Infection I,string_id,STR_SKILL_ABNORMAL_DEBUFF_MODEUS_INFECTION1
ACTIVE_SKILL,감염 II,Nhiễm bệnh II,central,การติดเชื้อ II,string_id,Infection II,string_id,Infection II,string_id,STR_SKILL_ABNORMAL_DEBUFF_MODEUS_INFECTION2
ACTIVE_SKILL,감염 III,Nhiễm bệnh III,central,การติดเชื้อ III,string_id,Infection III,string_id,Infection III,string_id,STR_SKILL_ABNORMAL_DEBUFF_MODEUS_INFECTION3
ACTIVE_SKILL,감전,Điện giật,central,ช็อตไฟฟ้า,string_id,Electrification,string_id,Electric Shock,nc_tb,STR_SKILL_ABNORMAL_ELECTRICSHOCK
ACTIVE_SKILL,갑옷 파괴,Phá giáp,central,เกราะพังทลาย,string_id,Destruksi Armor,string_id,Armor Break,nc_tb,STR_SKILL_ABNORMAL_DEBUFF_TAUTI_SKILL_06
ACTIVE_SKILL,강철의 기사,Hiệp sĩ Thép,central,อัศวินเหล็ก,string_id,Knight of Steel,string_id,Knight of Steel,nc_tb,SUCCESSION_LEGENDARY_GROUP_4110103
ACTIVE_SKILL,강체의 저주,Lời Nguyền Cứng Đờ,central,คำสาปแห่งความแข็งแกร่ง,string_id,Curse of Rigidity,string_id,Curse of Rigid Body,nc_tb,STR_SKILL_ABNORMAL_Ordeal_09
ACTIVE_SKILL,강화 가속 물약,Dược phẩm cường hóa tăng tốc,central,ยาเร่งความเร็วเสริมพลัง,string_id,Enchant Acceleration Potion,string_id,Enhanced Acceleration Potion,nc_tb,STR_SKILL_ABNORMAL_1ST_SPEED_POTION_02
ACTIVE_SKILL,강화 격노,Điên Cuồng Cường Hóa,central,เสียงคำรามแห่งสมรภูมิรบ,string_id,Enhanced Rage,string_id,Reinforced Wrath,nc_tb,STR_SKILL_ABNORMAL_Ordeal_13
ACTIVE_SKILL,강화 스턴,Tăng Cường Sức Mạnh Làm Choáng,central,สตันการเสริมพลัง,string_id,Reinforced Stun,string_id,Enhances Stun,string_id,STR_SKILL_ABNORMAL_DEBUFF_STUN_STUNEXPERT__text_desc_short
ACTIVE_SKILL,강화 철벽,Phòng Thủ Sắt Đá Cường Hóa,central,โล่เหล็กเสริมกำลัง,string_id,Enhanced Iron Wall,string_id,Reinforced Bulwark,nc_tb,STR_SKILL_ABNORMAL_Ordeal_12
ACTIVE_SKILL,개미굴의 저주,Lời nguyền của Hang Kiến,central,คำสาปของรังมด,string_id,Curse of the Ant Nest,string_id,Curse of the Ant Nest,nc_tb,STR_SKILL_ABNORMAL_ANT_TUNNEL
ACTIVE_SKILL,갤로퍼,Ngựa phi,central,กัลโลเฟอร์,string_id,Galloper,string_id,Galloper,nc_tb,STR_VEHICLE_ABNORMAL_HORSE_001__text_desc_short
ACTIVE_SKILL,거대한 성장의 시간,Thời kỳ phát triển vĩ đại,base,ช่วงเวลาแห่งการพัฒนาอันยิ่งใหญ่,string_id,Time of Massive Growth,string_id,Time of Massive Growth,nc_tb,STR_SKILL_ABNORMAL_BUFF_TranformPCGigantic
ACTIVE_SKILL,거신도 수호자,Vệ thần khổng lồ,central,ผู้คุ้มครองลัทธิยักษ์,string_id,Giantian Guardian,string_id,Giantian Guardian,nc_tb,STR_AGASHION_ABNORMAL_BUFF_SUMMON_6000129__text_desc_short
ACTIVE_SKILL,거신도 추적자,Người theo dõi thần khổng lồ,central,สาวกลัทธิยักษ์,string_id,Giantian Tracker,string_id,Giantian Tracker,nc_tb,STR_AGASHION_ABNORMAL_BUFF_SUMMON_6000132__text_desc_short
ACTIVE_SKILL,거인의 갑옷,Giáp Khổng Lồ,central,กายายักษา,string_id,Giant's Armor,kr_cat,Giant's Armor,nc_tb,STR_SKILL_ABNORMAL_BOUNTY_FOUR_FO_ARMOR_STATUE_DEBUFF_01
ACTIVE_SKILL,거인의 갑옷 (강화),Giáp Khổng Lồ (Cường Hóa),base,กายายักษา (เสริมกำลัง),string_id,Giant's Armor (Reinforced),string_id,Giant's Armor (Reinforced),nc_tb,STR_SKILL_ABNORMAL_BOUNTY_FO_ARMOR_STATUE_DEBUFF_02
ACTIVE_SKILL,거인의 분노,Phẫn nộ của Người khổng lồ,central,ความพิโรธของยักษ์,string_id,Giant's Wrath,string_id,Giant's Rage,nc_tb,STR_SKILL_ABNORMAL_BUFF_GiantAnger
ACTIVE_SKILL,거인의 시선,Ánh Mắt Của Người Khổng Lồ,central,สายตาของยักษ์,string_id,Giant's Gaze,string_id,Giant's Gaze,nc_tb,STR_SKILL_ABNORMAL_DEBUFF_GIANTMASTER
ACTIVE_SKILL,거인의 의지,Ý chí của Người Khổng Lồ,central,เจตจำนงของยักษ์,string_id,Giant's Will,string_id,Giant's Strong Will,string_id,SUCCESSION_LEGENDARY_GROUP_5000202
ACTIVE_SKILL,거짓된 버프,Hiệu ứng tăng sức mạnh giả,central,บัฟปลอม,string_id,False Buff,string_id,Fake Buff,nc_tb,STR_SKILL_ABNORMAL_BUFF_APRILFOOL_FAKEBUFF
ACTIVE_SKILL,검은 독거미,Nhện góa đen,central,แมงมุมยักษ์สีดำ,string_id,Black Venomous Spider,string_id,Black Venomous Spider,nc_tb,SUCCESSION_LEGENDARY_GROUP_8151203
ACTIVE_SKILL,검은 별 기사단장,Thủ lĩnh Hắc Tinh Kị sĩ Đoàn,central,หัวหน้าหน่วยอัศวินดาวดำ,string_id,Dark Star Knights Captain,string_id,Dark Star Knights Captain,nc_tb,SUCCESSION_LEGENDARY_GROUP_8151103
ACTIVE_SKILL,검은 악녀,Nữ Phản Diện Bóng Tối,central,วายร้ายหญิงแห่งความมืด,string_id,Dark Villainess,string_id,Dark Villainess,nc_tb,STR_PCSKIN_ABNORMAL_BUFF_6500032__text_desc_short
ACTIVE_SKILL,검은 안개의 하수인,Tay sai của Sương Mù Đen,base,สมุนแห่งหมอกสีดำ,string_id,Black Mist Minion,string_id,Minions of the Black Fog,nc_tb,STR_SKILL_ABNORMAL_DEBUFF_ORFEN_SPAWNRANDOM
ACTIVE_SKILL,검은 여왕 증폭석,Đá khuếch đại Nữ hoàng Đen,base,หินเพิ่มพูนราชินีดำ,string_id,Black Queen Amplification Stone,string_id,Black Queen's Gem,nc_tb,STR_SKILL_ABNORMAL_BUFF_WonderlandSpadeQueen
ACTIVE_SKILL,검은 피의 의지,Ý chí của máu đen,base,เจตจำนงแห่งเลือดสีดำ,string_id,Black Blood Will,string_id,Black Blood's Strong Will,string_id,SUCCESSION_LEGENDARY_GROUP_6000012
ACTIVE_SKILL,검은 호랑이,Hổ đen,central,เสือดำ,string_id,Black Tiger,string_id,Black Tiger,nc_tb,STR_AGASHION_ABNORMAL_BUFF_SUMMON_6000121__text_desc_short
ACTIVE_SKILL,검은 호랑이의 혼,Linh hồn Hổ Đen,base,วิญญาณเสือดำ,string_id,Black Tiger's Soul,string_id,Black Tiger's Soul,string_id,Fusion_Skill_Name_Agathion_BlackTiger_2022
ACTIVE_SKILL,검은숲 요정,Tiên Nữ Rừng Hắc Ám,central,แฟรี่แห่งป่ามืด,string_id,Dark Forest Fairy,string_id,Black Forest Fairy,nc_tb,STR_PCSKIN_ABNORMAL_BUFF_6500055__text_desc_short
ACTIVE_SKILL,검정색 풍선,Bóng bay màu đen,central,ลูกโป่งสีดำ,string_id,Black Balloon,string_id,Black Balloon,nc_tb,STR_ABNORMAL_EVENT_12000033
ACTIVE_SKILL,겁화,Lửa Kinh Hoàng,central,เฟียร์ซัม เฟลม,string_id,Fearsome Flame,string_id,Hellflame,nc_tb,STR_SKILL_ABNORMAL_DEBUFF_HELLFLAME
ACTIVE_SKILL,겁화 폭발,Vụ Nổ Ngọn Lửa Kinh Hoàng,central,เฟียร์ซัม เฟลม เอ็กซ์โพลชัน,string_id,Fearsome Flame Explosion,string_id,Hellflame Explosion,nc_tb,STR_SKILL_ABNORMAL_DEBUFF_HELLFLAME_01
ACTIVE_SKILL,게이트키퍼,Người gác cổng,central,ผู้เฝ้าประตู,string_id,Gatekeeper,string_id,Gatekeeper,nc_tb,STR_AGASHION_ABNORMAL_BUFF_SUMMON_6000054__text_desc_short
ACTIVE_SKILL,겨울 할아버지,Ông già tuyết,central,คุณปู่ฤดูหนาว,string_id,Winter Grandpa,string_id,Winter Grandpa,nc_tb,STR_AGASHION_ABNORMAL_BUFF_SUMMON_6000087__text_desc_short
ACTIVE_SKILL,겨울 할아버지의 혼,Linh hồn của Ông già Tuyết,base,วิญญาณของคุณปู่ฤดูหนาว,string_id,Winter Grandpa's Soul,string_id,Winter Grandpa's Soul,nc_tb,Fusion_Skill_Name_Agathion_Santa
ACTIVE_SKILL,겨울의 시련,Thử thách mùa đông,central,บททดสอบแห่งฤดูหนาว,string_id,Trial of Winter,string_id,Winter Ordeal,nc_tb,STR_WINTERISLAND_DEBUFF02
ACTIVE_SKILL,격노의 저주,Lời Nguyền Điên Cuồng,central,คำสาปแห่งความบ้าคลั่ง,string_id,Curse of Rage,string_id,Curse of Rage,nc_tb,STR_SKILL_ABNORMAL_Ordeal_10
ACTIVE_SKILL,결박,Trói buộc,central,ถูกล่าม,string_id,Bind,string_id,Bind,nc_tb,STR_SKILL_ABNORMAL_DEBUFF_CHAINED
ACTIVE_SKILL,경량화 주문서,Cuộn giảm trọng lượng,central,คัมภีร์การลดน้ำหนัก,string_id,Scroll of Weight Lightening,string_id,Scroll of Weight Lightening,nc_tb,STR_SKILL_ABNORMAL_SCROLL_SKILL_05
ACTIVE_SKILL,경직 내성 증가,Tăng Kháng Lảo Đảo,base,เพิ่ม ต้านทานชะงัก,string_id,Meningkatkan Resistensi Flinch,string_id,Flinch Resistance ↑,string_id,STR_CSKILL_SWORD_ABNORMAL_BUFF_EPIC_B__text_desc_short
ACTIVE_SKILL,경험치 보너스,Điểm kinh nghiệm thưởng,central,EXP Bonus,string_id,Bonus EXP,kr_cat,Bonus EXP,nc_tb,STR_ABNORMAL_EVENT_12000164__text_desc_short
ACTIVE_SKILL,경험치 보너스 증가,Tăng Thưởng Kinh Nghiệm,base,เพิ่มโบนัส EXP,string_id,Meningkatkan Bonus EXP,string_id,Bonus EXP ↑,string_id,STR_ABNORMAL_19003040__text_desc_short
ACTIVE_SKILL,계승의 나침반,La Bàn Kế Thừa,central,เข็มทิศแห่งการสืบทอด,string_id,Compass of Inheritance,string_id,Succession Compass,nc_tb,STR_ABNORMAL_EVENT_12100068
ACTIVE_SKILL,계승자의 만찬,Bữa tiệc của Người Kế Thừa,central,งานเลี้ยงของผู้สืบทอด,string_id,Inheritor's Feast,string_id,Inheritor's Feast,nc_tb,STR_ABNORMAL_EVENT_12000027
ACTIVE_SKILL,계승자의 성수,Thánh thú của Người Kế Thừa,central,น้ำศักดิ์สิทธิ์ของผู้สืบทอด,string_id,Inheritor's Holy Water,string_id,Inheritor's Holy Water,nc_tb,STR_ABNORMAL_EVENT_12000028
ACTIVE_SKILL,계승자의 영약,Tiên dược của Người Kế Thừa,central,ยาวิเศษของผู้สืบทอด,string_id,Inheritor's Remedy,string_id,Inheritor's Remedy,nc_tb,STR_ABNORMAL_EVENT_12000029
ACTIVE_SKILL,계정보안,Bảo mật tài khoản,central,ความปลอดภัยของบัญชี,string_id,Keamanan Akun,string_id,Account Security,nc_tb,STR_ABNORMAL_EVENT_12000000
ACTIVE_SKILL,고급 가속 물약,Dược Phẩm tăng tốc cao cấp,base,ยาเร่งความเร็วขั้นสูง,string_id,Rare Acceleration Potion,string_id,Quality Acceleration Potion,nc_tb,STR_ITEMSKILL_3RD_SPEED_POTION_02
ACTIVE_SKILL,고급 체력 회복제,Bình máu cao cấp,base,ยาฟื้นฟู HP ขั้นสูง,string_id,Quality Health Potion,string_id,Quality Health Potion,nc_tb,STR_ITEMSKILL_HP_POTION_03
ACTIVE_SKILL,고기 산적,Thịt sơn tặc,central,บาร์บีคิวเนื้อ,string_id,Meat Skewer,string_id,Meat Skewers,nc_tb,STR_ABNORMAL_EVENT_12000021
ACTIVE_SKILL,고대 엘프,Tinh Linh Cổ Đại,central,เอลฟ์โบราณ,string_id,Ancient Elf,string_id,Ancient Elf,nc_tb,STR_AGASHION_ABNORMAL_BUFF_SUMMON_6000185__text_desc_short
ACTIVE_SKILL,고대 엘프의 여왕,Nữ hoàng Tinh linh Elf cổ đại,central,ราชินีแห่งเอลฟ์โบราณ,string_id,Ancient Elf Queen,string_id,Ancient Elf Queen,nc_tb,SUCCESSION_LEGENDARY_GROUP_5510103
ACTIVE_SKILL,고대의 각성 주문서,Cuộn phép thức tỉnh cổ đại,central,คัมภีร์ปลุกพลังโบราณ,string_id,Ancient Awakening Scroll,string_id,Ancient Awakening Scroll,nc_tb,STR_SKILL_ABNORMAL_SCROLL_SKILL_08
ACTIVE_SKILL,고든,Gordon,central,กอร์ดอน,string_id,Gordon,string_id,Gordon,nc_tb,STR_AGASHION_ABNORMAL_BUFF_SUMMON_6000022__text_desc_short
ACTIVE_SKILL,고든의 혼,Linh hồn Gordon,central,วิญญาณของกอร์ดอน,string_id,Gordon's Soul,string_id,Gordon's Soul,nc_tb,Fusion_Skill_Name_Agathion_Gordon
ACTIVE_SKILL,고르곤,Gorgon,central,กอร์กอน,string_id,Gorgon,string_id,Gorgon,nc_tb,STR_AGASHION_ABNORMAL_BUFF_SUMMON_6000146__text_desc_short
ACTIVE_SKILL,고르곤 스테이크,Bít Tết Gorgon,central,สเต็กกอร์กอน,string_id,Gorgon Steak,string_id,Gorgon Steak,nc_tb,STR_SKILL_ABNORMAL_FOOD_PHYSICAL_BUFF_01
ACTIVE_SKILL,고봉밥,Cơm đầy bát,central,ข้าวพูน,string_id,High-quality Rice,string_id,Full Bowl of Rice,nc_tb,STR_ABNORMAL_EVENT_12000019
ACTIVE_SKILL,고스트,Ma quái,central,โกสต์,string_id,Ghost,string_id,Ghost,string_id,STR_AGASHION_ABNORMAL_BUFF_SUMMON_6000142__text_desc_short
ACTIVE_SKILL,고통 주문,Phép thuật đau đớn,central,คาถาความเจ็บปวด,string_id,Pain Spell,string_id,Pain Spell,nc_tb,STR_SKILL_ABNORMAL_BUFF_NECROPOLIS_SCROLL_4
ACTIVE_SKILL,고통의 의지,Ý Chí Thống Khổ,central,ความมุ่งมั่นของผู้เศร้าโศก,string_id,Will of Agony,string_id,Pain's Strong Will,string_id,SUCCESSION_LEGENDARY_GROUP_8151302
ACTIVE_SKILL,골렘,Golem,central,โกเลม,string_id,Golem,string_id,Golem,nc_tb,STR_AGASHION_ABNORMAL_BUFF_SUMMON_6000005__text_desc_short
